Date,AAPL,ADBE,AMD,AMZN,BA,BABA,BP,BRK-B,CAT,CRWD,CSCO,CVX,DIS,DOCU,GE,GOOGL,GS,IBM,INTC,JNJ,JPM,KO,LMT,LYFT,MA,MCD,META,MMM,MRNA,MSFT,NFLX,NKE,NVDA,ORCL,PEP,PFE,PYPL,SHOP,SPGI,T,TSLA,TSM,TWLO,UBER,UNH,V,WMT,XOM,ZM
2020-01-02,72.53849792480469,334.42999267578125,49.099998474121094,94.90049743652344,331.34857177734375,208.7144775390625,27.88039207458496,228.38999938964844,133.2566375732422,49.439998626708984,40.93459701538086,93.95561981201172,145.7698974609375,75.9000015258789,57.9684944152832,68.02601623535156,204.18988037109375,100.56520080566406,53.66646957397461,124.07299041748047,120.15471649169922,46.41970443725586,341.9651794433594,43.58000183105469,293.72576904296875,175.81350708007812,208.63539123535156,121.20108795166016,19.229999542236328,152.79112243652344,329.80999755859375,94.87515258789062,5.971746921539307,49.53742980957031,115.33772277832031,28.447660446166992,110.75,40.78099822998047,264.8439636230469,19.41313362121582,28.68400001525879,54.09498596191406,103.1500015258789,30.989999771118164,268.71112060546875,183.54910278320312,36.50810241699219,54.13106918334961,68.72000122070312
2020-01-03,71.83329772949219,331.80999755859375,48.599998474121094,93.74849700927734,330.7919006347656,206.08383178710938,28.384788513183594,226.17999267578125,131.40652465820312,50.75,40.26673126220703,93.63065338134766,144.09776306152344,75.55999755859375,58.16285705566406,67.670166015625,201.80221557617188,99.7631607055664,53.01371765136719,122.6364974975586,118.56912231445312,46.16645050048828,354.26959228515625,43.189998626708984,290.86004638671875,175.1918182373047,207.53147888183594,120.15740203857422,18.889999389648438,150.88861083984375,325.8999938964844,94.61522674560547,5.876162052154541,49.362972259521484,115.17638397216797,28.295034408569336,108.76000213623047,40.42900085449219,263.9574279785156,19.513044357299805,29.534000396728516,52.3110466003418,103.5199966430664,31.3700008392334,265.9917907714844,182.08929443359375,36.18580627441406,53.695884704589844,67.27999877929688
2020-01-06,72.40567779541016,333.7099914550781,48.38999938964844,95.14399719238281,331.7660827636719,205.74192810058594,29.13041114807129,226.99000549316406,131.3179931640625,55.11000061035156,40.41045379638672,93.31341552734375,143.26171875,75.38999938964844,58.988895416259766,69.47384643554688,203.867431640625,99.5849380493164,52.863765716552734,122.4835205078125,118.47480010986328,46.149574279785156,353.7302551269531,43.099998474121094,291.6346435546875,177.1619415283203,211.4400177001953,120.27183532714844,18.1299991607666,151.2786407470703,335.8299865722656,94.53167724609375,5.900806427001953,49.62007522583008,115.61795806884766,28.258689880371094,110.16999816894531,41.33300018310547,265.9878845214844,19.533029556274414,30.1026668548584,51.70738983154297,107.45999908447266,31.579999923706055,267.8382568359375,181.69554138183594,36.112144470214844,54.10816955566406,70.31999969482422
2020-01-07,72.06515502929688,333.3900146484375,48.25,95.34300231933594,335.28515625,206.68211364746094,28.823383331298828,225.9199981689453,129.5828857421875,54.75,40.148372650146484,92.12185668945312,143.31089782714844,75.23999786376953,58.55158615112305,69.33964538574219,205.20945739746094,99.65176391601562,51.9816780090332,123.23150634765625,116.4606704711914,45.79502868652344,354.92041015625,44.25,290.6471252441406,177.4246368408203,211.89749145507812,119.78705596923828,17.780000686645508,149.89930725097656,330.75,94.48524475097656,5.972245216369629,49.73025131225586,113.80067443847656,28.164207458496094,109.66999816894531,41.45000076293945,267.8371276855469,19.607967376708984,31.270666122436523,52.545291900634766,108.05999755859375,32.810001373291016,266.22149658203125,181.21536254882812,35.7775764465332,53.66533660888672,71.9000015258789
2020-01-08,73.22441101074219,337.8699951171875,47.83000183105469,94.59850311279297,329.41009521484375,207.03350830078125,28.384788513183594,225.99000549316406,130.73370361328125,55.65999984741211,40.17374038696289,91.06954956054688,143.01580810546875,76.2699966430664,58.01708984375,69.83319091796875,207.1875457763672,100.4835205078125,52.01696014404297,123.2144775390625,117.36917114257812,45.87944030761719,351.9492492675781,45.08000183105469,295.7753601074219,180.29661560058594,214.0457305908203,121.62527465820312,17.979999542236328,152.2869415283203,339.260009765625,94.2717514038086,5.98344612121582,49.9239387512207,114.38661193847656,28.38951873779297,111.81999969482422,41.810001373291016,271.6786804199219,19.66791343688965,32.80933380126953,52.93272399902344,109.38999938964844,33.93000030517578,271.83447265625,184.31739807128906,35.65480422973633,52.85604476928711,72.55000305175781
2020-01-09,74.77974700927734,340.45001220703125,48.970001220703125,95.05249786376953,334.3507080078125,210.62335205078125,28.479816436767578,228.64999389648438,130.40614318847656,55.939998626708984,40.00465774536133,90.92255401611328,142.45516967773438,75.80000305175781,57.87130355834961,70.56629180908203,211.40524291992188,101.5454330444336,52.30804443359375,123.5799789428711,117.79773712158203,46.715145111083984,355.28857421875,45.59000015258789,299.65313720703125,182.4331512451172,217.10891723632812,122.00906372070312,18.399999618530273,154.1894989013672,335.6600036621094,94.20674896240234,6.049159049987793,50.15452194213867,114.46305847167969,28.26595687866211,112.56999969482422,43.02000045776367,276.0348815917969,19.728151321411133,32.089332580566406,53.36518859863281,113.0199966430664,33.970001220703125,270.2911071777344,185.5947265625,36.02312469482422,53.26070022583008,72.62000274658203
2020-01-10,74.94880676269531,339.80999755859375,48.16999816894531,94.15799713134766,327.96868896484375,212.5702362060547,28.318998336791992,226.6199951171875,129.36160278320312,57.20000076293945,39.84402847290039,90.09465789794922,142.24859619140625,74.83000183105469,56.70513916015625,71.02205657958984,210.9781951904297,101.50831604003906,51.9904899597168,123.29952239990234,116.62349700927734,46.87553405761719,354.34674072265625,46.060001373291016,301.659912109375,181.48744201660156,216.8702392578125,121.51752471923828,19.139999389648438,153.47601318359375,329.04998779296875,93.66831970214844,6.081519603729248,50.21906661987305,114.24227142333984,28.702054977416992,112.93000030517578,42.91699981689453,275.42486572265625,19.611209869384766,31.876667022705078,53.03182601928711,115.73999786376953,34.0099983215332,271.12713623046875,186.09410095214844,35.722320556640625,52.78734588623047,73.08999633789062
2020-01-13,76.55003356933594,345.6300048828125,48.75,94.56500244140625,328.26690673828125,218.8856964111328,28.362857818603516,228.4499969482422,129.97244262695312,58.970001220703125,40.55416488647461,90.264892578125,141.520751953125,74.1500015258789,58.8917121887207,71.57225799560547,213.67962646484375,101.44145965576172,52.56385040283203,123.8434829711914,117.5920181274414,47.38203811645508,358.7906799316406,46.349998474121094,305.5764465332031,180.8219757080078,220.69924926757812,121.82054138183594,20.260000228881836,155.32147216796875,338.9200134277344,94.83800506591797,6.27218770980835,50.33897399902344,115.94064331054688,28.643901824951172,115.27999877929688,44.025001525878906,280.4768371582031,19.372234344482422,34.990665435791016,54.11301040649414,120.33999633789062,34.13999938964844,262.6019592285156,187.59231567382812,35.56884765625,53.291236877441406,74.02999877929688
2020-01-14,75.5163803100586,344.6300048828125,48.209999084472656,93.47200012207031,330.3843078613281,215.096435546875,28.377477645874023,227.1699981689453,129.84849548339844,59.2400016784668,40.402000427246094,89.98633575439453,142.81910705566406,72.80000305175781,58.45439910888672,71.10308074951172,214.0717315673828,100.86222076416016,52.4227180480957,124.54045867919922,118.96337127685547,47.27228927612305,356.3246765136719,47.68000030517578,301.14605712890625,181.53123474121094,217.86477661132812,122.12353515625,20.0,154.2274932861328,338.69000244140625,95.54354858398438,6.155196666717529,50.615665435791016,116.21239471435547,29.12360191345215,114.63999938964844,44.12200164794922,276.5972900390625,19.367151260375977,35.861331939697266,54.34726333618164,119.0199966430664,34.84000015258789,264.7974548339844,188.28379821777344,35.66093063354492,52.83315658569336,73.16000366210938
2020-01-15,75.19276428222656,342.94000244140625,48.54999923706055,93.10099792480469,327.8493957519531,213.7383575439453,28.29706573486328,228.35000610351562,128.86585998535156,60.25,40.587989807128906,89.85478973388672,141.9535369873047,73.02999877929688,57.67694854736328,71.531005859375,213.67962646484375,101.45633697509766,51.9904899597168,124.95694732666016,117.1806411743164,47.863197326660156,360.4433288574219,47.08000183105469,304.6456298828125,183.6764678955078,219.94337463378906,121.05291748046875,20.239999771118164,155.22634887695312,339.07000732421875,95.42285919189453,6.112632751464844,50.50497817993164,118.20799255371094,29.55970001220703,114.8499984741211,44.85100173950195,280.6103820800781,19.255290985107422,34.56666564941406,52.608367919921875,119.87999725341797,35.0099983215332,272.3030700683594,191.88523864746094,35.38468551635742,52.74916076660156,76.94000244140625
