,AGE,EDUCATION_LEVEL,MARITAL_STATUS,NO_OF_KIDS,OCCUPATION_CATEGORY,INCOME,RISK_LEVEL,SPENDING_VS_INCOME,SPENDING_LEVEL,NETWORTH,RISK_TOLERANCE
2639,40,Masters/phd,married,0,Senior_level,79873.222897,4,spends_more,3,172944.80732,42.47208729267037
2640,40,Masters/phd,married,0,Senior_level,79873.222897,4,spends_more,3,176766.16264,42.47208729267037
2641,40,Masters/phd,married,0,Senior_level,79873.222897,4,spends_more,3,177708.5565,42.47208729267037
2642,40,Masters/phd,married,0,Senior_level,79873.222897,4,spends_more,3,177087.19791,42.47208729267037
2643,40,Masters/phd,married,0,Senior_level,79873.222897,4,spends_more,3,145221.85826,42.47208729267037
2644,47,Bachelors/degree,married,1,mid_level,204475.45062,2,spends_less,5,1684917.3743,83.92900214486653
2645,47,Bachelors/degree,married,1,mid_level,204475.45062,2,spends_less,5,1684917.3743,83.74869865680432
2646,47,Bachelors/degree,married,1,mid_level,204475.45062,2,spends_less,5,1685952.9719,85.15506652782582
2647,47,Bachelors/degree,married,1,mid_level,204475.45062,2,spends_less,5,1684917.3743,85.11900579391181
2648,47,Bachelors/degree,married,1,mid_level,204475.45062,2,spends_less,5,1684917.3743,83.56839519685496
2649,63,Masters/phd,married,0,mid_level,207670.37953,2,spends_less,2,1185034.3893,2.376883748376832
2650,63,Masters/phd,married,0,mid_level,258789.24219,2,spends_less,2,1088206.0091,2.570236496310181
2651,63,Masters/phd,married,0,mid_level,189565.78234,2,spends_less,2,1042743.2724,2.225490705838191
2652,58,Masters/phd,married,0,Junior_level,6219461.6229,3,spends_less,4,173070114.63,1.003896164530611
2653,58,Masters/phd,married,0,Junior_level,6432456.884,3,spends_less,4,172613416.07,1.0128003508403745
2654,58,Masters/phd,married,0,Junior_level,6656101.9081,3,spends_less,4,170740019.92,1.0017016141587598
2655,36,high_school,married,2,Senior_level,149096.68274,4,spends_less,4,176672.95885,27.18971701777867
2656,36,high_school,married,2,Senior_level,149096.68274,4,spends_less,4,178744.15415,27.18971701777867
2657,36,high_school,married,2,Senior_level,149096.68274,4,spends_less,4,139391.4435,27.18971701777867
2658,36,high_school,married,2,Senior_level,149096.68274,4,spends_less,4,188064.53298,27.18971701777867
2659,36,high_school,married,2,Senior_level,149096.68274,4,spends_less,4,171494.97061,27.18971701777867
2660,33,Masters/phd,married,0,Senior_level,95847.867476,1,spends_less,5,239740.85565,42.74563162243999
2661,33,Masters/phd,married,0,Senior_level,95847.867476,1,spends_less,5,239740.85565,42.74563162243999
2662,33,Masters/phd,married,0,Senior_level,95847.867476,1,spends_less,5,240776.4533,42.49343154249753
2663,33,Masters/phd,married,0,Senior_level,94782.891171,1,spends_less,5,239740.85565,42.48914406466061
2664,33,Masters/phd,married,0,Senior_level,94782.891171,1,spends_less,5,239740.85565,42.23694398471815
2665,49,Masters/phd,married,3,Senior_level,95847.867476,3,spends_more,5,979986.05487,24.59307457276781
2666,49,Masters/phd,married,3,Senior_level,95847.867476,3,spends_more,5,742834.19334,24.59307457276781
2667,49,Masters/phd,married,3,Senior_level,95847.867476,3,spends_more,5,1720438.3736,24.59307457276781
2668,49,Masters/phd,married,3,Senior_level,96912.843782,3,spends_more,5,400051.37165,24.71571613523384
2669,49,Masters/phd,married,3,Senior_level,96912.843782,3,spends_more,5,1726859.079,24.57969346970409
2670,69,Masters/phd,married,0,mid_level,1096925.5945,3,spends_less,5,10773322.338,0.5040188643134262
2671,69,Masters/phd,married,0,mid_level,1107575.3575,3,spends_less,5,11699146.636,0.5256249144929418
2672,69,Masters/phd,married,0,mid_level,1107575.3575,3,spends_less,5,10854098.955,0.505947650932068
2673,69,Masters/phd,married,0,mid_level,1096925.5945,3,spends_less,5,10855134.553,0.5053265714242197
2674,69,Masters/phd,married,0,mid_level,1107575.3575,3,spends_less,5,10823031.025,0.5047113227367235
2675,34,high_school,married,0,Senior_level,74548.341371,3,spends_less,4,160186.24428,49.39277245239256
2676,34,high_school,married,0,Senior_level,74548.341371,3,spends_less,4,159047.08687,49.40727247873444
2677,34,high_school,married,0,Senior_level,74548.341371,3,spends_less,4,159668.44546,49.4654641751111
2678,78,high_school,married,0,Junior_level,38339.146991,3,spends_less,5,40806171.946,0.4594574753632428
2679,78,high_school,married,0,Junior_level,38339.146991,3,spends_less,5,35092779.719,0.4579427176447289
2680,78,high_school,married,0,Junior_level,38339.146991,3,spends_less,5,38246174.559,0.4594288150042255
2681,78,high_school,married,0,Junior_level,38339.146991,3,spends_less,5,44985844.056,0.4585272367487819
2682,78,high_school,married,0,Junior_level,38339.146991,3,spends_less,5,42541833.605,0.4564446727873856
2683,51,high_school,single,1,Senior_level,15974.644579,3,spends_averagely,3,149229.62116,2.9590298070294
2684,51,high_school,single,1,Senior_level,15974.644579,3,spends_averagely,3,150265.21881,2.9501536149454592
2685,51,high_school,single,1,Senior_level,15974.644579,3,spends_averagely,3,150265.21881,2.9501536149454592
2686,51,high_school,single,1,Senior_level,15974.644579,3,spends_averagely,3,149229.62116,2.9590298070294
2687,51,high_school,single,1,Senior_level,15974.644579,3,spends_averagely,3,149229.62116,2.9590298070294
2688,62,Bachelors/degree,married,0,Senior_level,136316.96708,3,spends_less,2,226278.08622,2.9047722388732184
2689,50,Masters/phd,married,2,mid_level,189565.78234,3,spends_less,4,379391.19856,9.864954961952062
2690,50,Masters/phd,married,2,mid_level,190630.75865,3,spends_less,4,379391.19856,9.922284739484327
2691,50,Masters/phd,married,2,mid_level,190630.75865,3,spends_less,4,378355.60091,9.883052161819917
2692,50,Masters/phd,married,2,mid_level,190630.75865,3,spends_less,4,377320.00327,9.93092010544052
2693,50,Masters/phd,married,2,mid_level,189565.78234,3,spends_less,4,379391.19856,9.864131775471712
2694,63,Masters/phd,married,0,mid_level,292868.48396,3,spends_less,4,1280412.9327,3.4603323565305297
2695,63,Masters/phd,married,0,mid_level,292868.48396,3,spends_less,4,1313552.0575,3.4573228062413985
2696,63,Masters/phd,married,0,mid_level,292868.48396,3,spends_less,4,1296972.1391,3.4573228062413985
2697,63,Masters/phd,married,0,mid_level,292868.48396,3,spends_less,4,1417111.8223,3.4603323565305297
2698,63,Masters/phd,married,0,mid_level,293933.46026,3,spends_less,4,1437823.7753,3.465836963066149
2699,61,junior_school,married,0,Senior_level,84133.128118,4,spends_less,5,509203.36381,3.382129228742219
2700,61,junior_school,married,0,Senior_level,85198.104423,4,spends_less,5,409785.98955,3.196298196398261
2701,61,junior_school,married,0,Senior_level,85198.104423,4,spends_less,5,368362.08361,3.058261201844527
2702,61,junior_school,married,0,Senior_level,86263.080729,4,spends_less,5,498847.38733,3.4760331428849947
2703,61,junior_school,married,0,Senior_level,88393.033339,4,spends_less,5,452245.49314,3.073452673376903
2704,59,Masters/phd,married,0,Junior_level,502668.8161,2,spends_less,5,7727629.6538,2.1402021686494903
2705,59,Masters/phd,married,0,Junior_level,502668.8161,2,spends_less,5,7727629.6538,2.1402021686494903
2706,59,Masters/phd,married,0,Junior_level,502668.8161,2,spends_less,5,7727629.6538,2.1402021686494903
2707,59,Masters/phd,married,0,Junior_level,502668.8161,2,spends_less,5,7726594.0562,2.1402021686494903
2708,59,Masters/phd,married,0,Junior_level,503733.7924,2,spends_less,5,7727629.6538,2.142000620474067
2709,72,Masters/phd,married,0,Junior_level,78808.246592,4,spends_averagely,5,558062.86088,0.6303409090901849
2710,52,Masters/phd,married,2,mid_level,10649763.053,2,spends_less,3,45133520.281,8.26386795780186
2711,52,Masters/phd,married,2,mid_level,10649763.053,2,spends_less,3,48080934.749,8.526678778597836
2712,52,Masters/phd,married,2,mid_level,10649763.053,2,spends_less,3,47105401.764,7.817637172287547
2713,52,Masters/phd,married,2,mid_level,10649763.053,2,spends_less,3,46863279.033,7.978336975458152
2714,52,Masters/phd,married,2,mid_level,10649763.053,2,spends_less,3,47467860.941,8.039770820539685
2715,74,Masters/phd,married,0,Junior_level,5051182.616,3,spends_less,4,99998862.345,0.4819553784277711
2716,74,Masters/phd,married,0,Junior_level,5465458.3988,3,spends_less,4,103260684.26,0.4821143457589931
2717,74,Masters/phd,married,0,Junior_level,5503797.5458,3,spends_less,4,103962819.46,0.4821582988756069
2718,74,Masters/phd,married,0,Junior_level,5477173.1381,3,spends_less,4,98683756.891,0.4821248000336017
2719,74,Masters/phd,married,0,Junior_level,5844589.9635,3,spends_less,4,98660766.623,0.4812447677962724
2720,30,Masters/phd,married,2,Senior_level,186370.85343,2,spends_less,5,322381.54801,45.36649234410464
2721,30,Masters/phd,married,2,Senior_level,187435.82973,2,spends_less,5,322381.54801,45.74237638374159
2722,95,high_school,single,0,Junior_level,186370.85343,3,spends_averagely,5,6544770.0196,0.560267151546478
2723,95,high_school,single,0,Junior_level,185305.87712,3,spends_averagely,5,26428244.873,0.560521554175643
2724,95,high_school,single,0,Junior_level,185305.87712,3,spends_averagely,5,6544770.0196,0.5606048440609401
2725,95,high_school,single,0,Junior_level,186370.85343,3,spends_averagely,5,6544770.0196,0.5603663476045693
2726,95,high_school,single,0,Junior_level,186370.85343,3,spends_averagely,5,6544770.0196,0.5602484793473078
2727,59,Masters/phd,married,0,Junior_level,171461.18515,3,spends_less,3,624776.0614,3.7759898391667344
2728,75,high_school,single,0,Junior_level,11714.739358,4,spends_less,5,190860.64664,2.3962499999913094
2729,75,high_school,single,0,Junior_level,10649.763053,4,spends_less,5,191896.24428,2.306249999960497
2730,40,Masters/phd,married,1,Senior_level,93717.914866,2,spends_less,4,215507.87067,27.138243548023965
2731,40,Masters/phd,married,1,Senior_level,93717.914866,2,spends_less,4,206083.93207,27.75101950507102
2732,40,Masters/phd,married,1,Senior_level,93717.914866,2,spends_less,4,224828.24951,26.57737331920241
2733,40,Masters/phd,married,1,Senior_level,93717.914866,2,spends_less,4,206187.49184,27.83755490481337
2734,40,Masters/phd,married,1,Senior_level,93717.914866,2,spends_less,4,206187.49184,27.75101950507102
2735,67,Masters/phd,married,0,mid_level,7018193.8519,1,spends_averagely,1,505312623.45,0.4716181516203645
2736,67,Masters/phd,married,0,mid_level,7646529.872,1,spends_averagely,1,513813844.55,0.4798172774450962
2737,67,Masters/phd,married,0,mid_level,7444184.374,1,spends_averagely,1,458005487.26,0.4756544174493494
2738,67,Masters/phd,married,0,mid_level,7784976.7917,1,spends_averagely,1,476916535.92,0.4780659890505564
2739,67,Masters/phd,married,0,mid_level,7039493.378,1,spends_averagely,1,458186716.85,0.4754840397143451
2740,77,Masters/phd,married,0,Junior_level,1261996.9218,3,spends_more,5,31861197.257,0.6883187450371392
2741,77,Masters/phd,married,0,Junior_level,1261996.9218,3,spends_more,5,27003208.687,0.7379273708331006
2742,77,Masters/phd,married,0,Junior_level,1261996.9218,3,spends_more,5,32689675.376,0.6826203434270461
2743,84,Masters/phd,single,0,Junior_level,35144.218075,4,spends_less,2,582005.87851,0.5424543918918919
2744,84,Masters/phd,single,0,Junior_level,35144.218075,4,spends_less,2,582005.87851,0.5524226618705036
2745,84,Masters/phd,single,0,Junior_level,35144.218075,4,spends_less,2,582005.87851,0.5439746621621622
2746,84,Masters/phd,single,0,Junior_level,35144.218075,4,spends_less,2,582005.87851,0.5479945652173913
2747,84,Masters/phd,single,0,Junior_level,36209.19438,4,spends_less,2,582005.87851,0.5489438775510205
2748,68,Masters/phd,married,0,mid_level,825356.6366,3,spends_less,3,10204779.229,0.658649021271668
2749,68,Masters/phd,married,0,mid_level,830681.51813,3,spends_less,3,10334228.935,0.6595722000815716
2750,68,Masters/phd,married,0,mid_level,827486.58921,3,spends_less,3,10423290.333,0.6563683375153189
2751,68,Masters/phd,married,0,mid_level,826421.61291,3,spends_less,3,10239989.549,0.6581141723357966
2752,68,Masters/phd,married,0,mid_level,829616.54182,3,spends_less,3,10460571.848,0.6557497498590282
2753,78,Masters/phd,married,0,Senior_level,7902124.1853,2,spends_less,3,166324542.23,0.4515303917676458
2754,78,Masters/phd,married,0,Senior_level,9222694.8038,2,spends_less,3,181781147.81,0.4515879773728247
2755,78,Masters/phd,married,0,Senior_level,8179018.0247,2,spends_less,3,172538024.56,0.4516174262776662
2756,78,Masters/phd,married,0,Senior_level,8818003.8078,2,spends_less,3,172057610.81,0.4518691333525331
2757,78,Masters/phd,married,0,Senior_level,8892552.1492,2,spends_less,3,175929606.86,0.4516202573956618
2758,56,Masters/phd,married,2,Senior_level,132057.06186,2,spends_more,2,1123002.0901,4.221349764536591
2759,56,Masters/phd,married,2,Senior_level,132057.06186,2,spends_more,2,1126212.4428,4.194315341146898
2760,83,junior_school,married,0,mid_level,4653946.4541,2,spends_less,3,34064949.053,0.6045681818187613
2761,83,junior_school,married,0,mid_level,4653946.4541,2,spends_less,3,35225854.017,0.5210409134163738
2762,83,junior_school,married,0,mid_level,4643296.6911,2,spends_less,3,34542359.569,0.5578665254243083
2763,83,junior_school,married,0,mid_level,4653946.4541,2,spends_less,3,34200612.345,0.5638632218850779
2764,39,Masters/phd,married,0,Senior_level,103302.70161,3,spends_less,4,36556.596995,55.9967043444135
2765,39,Masters/phd,married,0,Senior_level,97977.820087,3,spends_less,4,40595.427825,59.594113598891646
2766,39,Masters/phd,married,0,Senior_level,88393.033339,3,spends_less,4,34236.858263,57.06876691582039
2767,39,Masters/phd,married,0,Senior_level,82003.175508,3,spends_less,4,53747.517962,52.42921346451037
2768,39,Masters/phd,married,0,Senior_level,89458.009645,3,spends_less,4,15057.589811,60.463177759719485
2769,61,Masters/phd,married,1,mid_level,289673.55504,2,spends_less,4,3367763.5532,1.963158988193845
2770,61,Masters/phd,married,1,mid_level,289673.55504,2,spends_less,4,3367763.5532,1.960351923360073
2771,61,Masters/phd,married,1,mid_level,289673.55504,2,spends_less,4,3367763.5532,1.960351923360073
2772,61,Masters/phd,married,1,mid_level,289673.55504,2,spends_less,4,3366727.9556,1.963158988193845
2773,61,Masters/phd,married,1,mid_level,289673.55504,2,spends_less,4,3367763.5532,1.960351923360073
2774,38,high_school,married,2,Senior_level,94782.891171,3,spends_less,3,82278.233181,51.75501399921261
2775,38,high_school,married,2,Senior_level,94782.891171,3,spends_less,3,71922.256695,51.75501399921261
2776,38,high_school,married,2,Senior_level,94782.891171,3,spends_less,3,87456.221424,51.75501399921261
2777,38,high_school,married,2,Senior_level,94782.891171,3,spends_less,3,109203.77204,51.75501399921261
2778,38,high_school,married,2,Senior_level,94782.891171,3,spends_less,3,72854.294579,51.75501399921261
2779,26,junior_school,married,1,Senior_level,14909.668274,3,spends_less,3,96310.581319,26.943600882880148
2780,26,junior_school,married,1,Senior_level,14909.668274,3,spends_less,3,97346.178968,26.666583101382717
2781,26,junior_school,married,1,Senior_level,15974.644579,3,spends_less,3,97346.178968,26.60948335689541
2782,26,junior_school,married,1,Senior_level,15974.644579,3,spends_less,3,97346.178968,27.668685946831616
2783,26,junior_school,married,1,Senior_level,15974.644579,3,spends_less,3,98381.776617,26.60948335689541
2784,33,high_school,married,0,Senior_level,87328.057034,2,spends_more,3,102938.40627,78.61074868688652
2785,33,high_school,married,0,Senior_level,87328.057034,2,spends_more,3,98796.015676,78.64884716560182
2786,33,high_school,married,0,Senior_level,88393.033339,2,spends_more,3,99831.613325,79.06123499260939
2787,33,high_school,married,0,Senior_level,88393.033339,2,spends_more,3,95689.22273,78.8656248245574
2788,33,high_school,married,0,Senior_level,88393.033339,2,spends_more,3,103974.00392,78.86221168563146
2789,66,Masters/phd,single,0,mid_level,97977.820087,4,spends_less,4,2230677.3351,0.854833115096675
2790,66,Masters/phd,single,0,mid_level,96912.843782,4,spends_less,4,2174755.0621,0.8640029068468826
2791,66,Masters/phd,single,0,mid_level,96912.843782,4,spends_less,4,2276243.6316,0.8427157451973302
2792,66,Masters/phd,single,0,mid_level,97977.820087,4,spends_less,4,2146793.9255,0.8738290631997279
2793,66,Masters/phd,single,0,mid_level,97977.820087,4,spends_less,4,2163363.4879,0.8696323757896902
2794,65,Bachelors/degree,single,1,Junior_level,8093.8199202,4,spends_more,4,64745.56499,0.9628272882459308
2795,65,Bachelors/degree,single,1,Junior_level,8200.3175508,4,spends_more,4,64683.429131,0.9531777371933876
2796,65,Bachelors/degree,single,1,Junior_level,8200.3175508,4,spends_more,4,64683.429131,0.9697936243556108
2797,65,Bachelors/degree,single,1,Junior_level,8093.8199202,4,spends_more,4,64869.836708,0.9717149008055298
2798,65,Bachelors/degree,single,1,Junior_level,8093.8199202,4,spends_more,4,64610.937296,0.950297777567622
2799,62,Masters/phd,married,0,Junior_level,281153.7446,2,spends_more,4,14472477.139,0.8791943578157548
2800,62,Masters/phd,married,0,Junior_level,281153.7446,2,spends_more,4,14472477.139,0.8791943578157548
2801,62,Masters/phd,married,0,Junior_level,281153.7446,2,spends_more,4,14472477.139,0.8791943578157548
2802,62,Masters/phd,married,0,Junior_level,281153.7446,2,spends_more,4,14472477.139,0.8791943578157548
2803,62,Masters/phd,married,0,Junior_level,281153.7446,2,spends_more,4,14471441.541,0.8791943578157548
2804,69,high_school,single,0,Senior_level,73483.365065,3,spends_less,5,269255.38863,0.9176915925307092
2805,69,high_school,single,0,Senior_level,74548.341371,3,spends_less,5,269255.38863,0.9190422602286454
2806,69,high_school,single,0,Senior_level,73483.365065,3,spends_less,5,269255.38863,0.9176915925307092
2807,69,high_school,single,0,Senior_level,73483.365065,3,spends_less,5,269255.38863,0.9176915925307092
2808,69,high_school,single,0,Senior_level,74548.341371,3,spends_less,5,269255.38863,0.9190422602286454
2809,60,Masters/phd,married,0,mid_level,4547448.8236,2,spends_less,4,111925322.66,1.244402190201252
2810,60,Masters/phd,married,0,mid_level,4547448.8236,2,spends_less,4,113732440.56,1.2489730823135
2811,60,Masters/phd,married,0,mid_level,1490966.8274,3,spends_less,4,23104183.54,1.43688360461678
2812,60,Masters/phd,married,0,mid_level,1490966.8274,3,spends_less,4,23103147.943,1.43688360461678
2813,60,Masters/phd,married,0,mid_level,1490966.8274,3,spends_less,4,23103147.943,1.43688360461678
2814,60,Masters/phd,married,0,mid_level,1490966.8274,3,spends_less,4,23113503.919,1.43688360461678
2815,60,Masters/phd,married,0,mid_level,1490966.8274,3,spends_less,4,23103147.943,1.43688360461678
2816,81,high_school,single,0,Junior_level,41534.075906,4,spends_averagely,2,346200.29393,25.54398496213505
2817,81,high_school,single,0,Junior_level,40469.099601,4,spends_averagely,2,347235.89157,25.662406014766624
2818,81,high_school,single,0,Junior_level,40469.099601,4,spends_averagely,2,347235.89157,25.780827067398207
2819,67,Masters/phd,single,0,Junior_level,337597.48878,2,spends_less,5,8752871.3259,0.7677989521134458
2820,62,high_school,married,0,Junior_level,28754.360243,3,spends_less,4,796581.7113,0.931862165826178
2821,62,high_school,married,0,Junior_level,30884.312854,3,spends_less,4,897946.00914,0.8686798026296765
2822,62,high_school,married,0,Junior_level,36209.19438,3,spends_less,4,867375.16656,0.9660058389811204
2823,50,high_school,married,0,Senior_level,67093.507233,4,spends_averagely,5,864413.35728,7.920546273241831
2824,54,Bachelors/degree,single,0,Senior_level,74548.341371,3,spends_less,5,331287.68779,13.524435708830584
2825,54,Bachelors/degree,single,0,Senior_level,60703.649402,3,spends_less,5,457941.28021,12.304901449542632
2826,54,Bachelors/degree,single,0,Senior_level,60703.649402,3,spends_less,5,403572.40366,11.712293978453271
2827,54,Bachelors/degree,single,0,Senior_level,75613.317676,3,spends_less,5,482381.38472,13.095308059604283
2828,54,Bachelors/degree,single,0,Senior_level,67093.507233,3,spends_less,5,480206.62965,12.341542510603102
2829,48,Masters/phd,single,2,Senior_level,106497.63053,3,spends_less,5,935403.57609,3.119479215991826
2830,48,Masters/phd,single,2,Senior_level,106497.63053,3,spends_less,5,938199.68975,3.119479215991826
2831,48,Masters/phd,single,2,Senior_level,106497.63053,3,spends_less,5,1002820.983,3.1077040007163514
2832,48,Masters/phd,single,2,Senior_level,106497.63053,3,spends_less,5,952076.69824,3.131483456990992
2833,48,Masters/phd,single,2,Senior_level,106497.63053,3,spends_less,5,959325.88178,3.119479215991826
2834,48,Masters/phd,married,2,mid_level,532488.15265,3,spends_less,2,2668528.0209,6.907610619919428
2835,38,Masters/phd,married,1,Senior_level,123537.25141,3,spends_averagely,4,61442.008491,82.40079860354038
2836,38,Masters/phd,married,1,Senior_level,123537.25141,3,spends_averagely,4,53136.515349,84.74655466495558
2837,38,Masters/phd,married,1,Senior_level,123537.25141,3,spends_averagely,4,38762.419987,91.687439480583
2838,38,Masters/phd,married,1,Senior_level,123537.25141,3,spends_averagely,4,41444.617897,91.24213026149803
2839,40,Masters/phd,married,2,Senior_level,79873.222897,3,spends_less,2,302995.16003,16.195068718859844
2840,40,Masters/phd,married,2,Senior_level,79873.222897,3,spends_less,2,297817.17178,15.94856930354901
2841,67,high_school,married,0,Junior_level,33014.265464,4,spends_less,4,435323.82756,1.298031692758865
2842,67,high_school,married,0,Junior_level,33014.265464,4,spends_less,4,434288.22992,1.2998122854068193
2843,67,high_school,married,0,Junior_level,33014.265464,4,spends_less,4,435323.82756,1.3085591289131946
2844,67,high_school,married,0,Junior_level,34079.241769,4,spends_less,4,433252.63227,1.3058923763446275
2845,67,high_school,married,0,Junior_level,34079.241769,4,spends_less,4,433252.63227,1.3109489850173333
2846,84,Masters/phd,single,0,Junior_level,1821109.4821,2,spends_less,4,35076624.396,0.4519929341537265
2847,84,Masters/phd,single,0,Junior_level,1821109.4821,2,spends_less,4,231294521.23,0.4590945457048283
2848,84,Masters/phd,single,0,Junior_level,1821109.4821,2,spends_less,4,216933681.52,0.4521370495078942
2849,84,Masters/phd,single,0,Junior_level,1831759.2451,2,spends_less,4,40399492.75,0.4532563174239495
2850,84,Masters/phd,single,0,Junior_level,1821109.4821,2,spends_less,4,184567112.61,0.4529637712115335
2851,32,high_school,married,2,Senior_level,84133.128118,3,spends_averagely,4,20401.273677,52.98348914893565
2852,32,high_school,married,2,Senior_level,84133.128118,3,spends_averagely,4,20504.833442,52.96963448456604
2853,32,high_school,married,2,Senior_level,84133.128118,3,spends_averagely,4,20401.273677,52.98348914893565
2854,32,high_school,married,2,Senior_level,84133.128118,3,spends_averagely,4,20504.833442,52.96963448456604
2855,32,high_school,married,2,Senior_level,84133.128118,3,spends_averagely,4,21540.431091,52.96963448456604
2856,48,Masters/phd,married,0,Senior_level,127797.15664,3,spends_less,5,359663.06336,11.354339936602528
2857,48,Masters/phd,married,0,Senior_level,127797.15664,3,spends_less,5,350239.12476,11.503820118500265
2858,48,Masters/phd,married,0,Senior_level,127797.15664,3,spends_less,5,337811.95297,11.67857406355292
2859,48,Masters/phd,married,0,Senior_level,127797.15664,3,spends_less,5,334705.16003,11.728247354822123
2860,48,Masters/phd,married,0,Senior_level,127797.15664,3,spends_less,5,360595.10124,11.354339936602528
2861,71,Masters/phd,married,0,Junior_level,10540070.493,2,spends_less,4,295510895.82,0.5002935540364075
2862,71,Masters/phd,married,0,Junior_level,9662530.0179,2,spends_less,4,300576003.92,0.5037362599738036
2863,71,Masters/phd,married,0,Junior_level,7692323.8531,2,spends_less,4,330294549.64,0.5272981720619516
2864,71,Masters/phd,married,0,Junior_level,8603943.5705,2,spends_less,4,319039674.4,0.5026021816718906
2865,71,Masters/phd,married,0,Junior_level,9401610.8231,2,spends_less,4,314477866.75,0.5022570490317912
2866,72,Bachelors/degree,married,0,mid_level,1004272.6559,3,spends_less,3,13856296.538,0.7720588235288686
2867,72,Bachelors/degree,married,0,mid_level,1003207.6796,3,spends_less,3,13856296.538,0.7235383064510698
2868,38,Masters/phd,married,0,mid_level,226839.95303,3,spends_less,3,1128697.8772,27.50108551323391
2869,61,Masters/phd,married,0,mid_level,5229033.659,2,spends_less,3,13415131.94,3.664110564756129
2870,61,Masters/phd,married,0,mid_level,5229033.659,2,spends_less,3,12674679.621,3.854165319252124
2871,61,Masters/phd,married,0,mid_level,5229033.659,2,spends_less,3,13341604.507,3.714824907246456
2872,61,Masters/phd,married,0,mid_level,5229033.659,2,spends_less,3,12601152.188,3.87497708833088
2873,61,Masters/phd,married,0,mid_level,5229033.659,2,spends_less,3,13583934.357,3.614064838612828
2874,69,junior_school,married,0,Senior_level,34079.241769,3,spends_more,5,222715.63031,0.5834386581526192
2875,69,junior_school,married,0,Senior_level,34079.241769,4,spends_more,5,222715.63031,0.5932364643114074
2876,62,high_school,married,0,Senior_level,113952.46467,3,spends_less,5,919610.71195,1.521539411109175
2877,62,high_school,married,0,Senior_level,113952.46467,3,spends_less,5,918575.1143,1.521539411109175
2878,62,high_school,married,0,Senior_level,113952.46467,3,spends_less,5,919610.71195,1.521539411109175
2879,62,high_school,married,0,Senior_level,113952.46467,3,spends_less,5,918575.1143,1.521539411109175
2880,62,high_school,married,0,Senior_level,113952.46467,3,spends_less,5,919610.71195,1.521539411109175
2881,50,Masters/phd,married,3,Senior_level,106497.63053,4,spends_more,1,234666.42717,7.59889826550997
2882,50,Masters/phd,married,3,Senior_level,106497.63053,4,spends_more,1,233527.26976,6.397549751219211
2883,50,Masters/phd,married,3,Senior_level,106497.63053,4,spends_more,1,233527.26976,6.378210420022917
2884,50,Masters/phd,married,3,Senior_level,106497.63053,4,spends_more,1,233527.26976,7.333110609073159
2885,57,Masters/phd,married,0,mid_level,72418.38876,3,spends_averagely,5,226070.96669,7.445590170750054
2886,57,Masters/phd,married,0,mid_level,72418.38876,3,spends_averagely,5,162899.51012,7.445590170750054
2887,57,Masters/phd,married,0,mid_level,71353.412455,3,spends_averagely,5,271637.26323,7.389543719507642
2888,57,Masters/phd,married,0,mid_level,72418.38876,3,spends_averagely,5,148401.14304,7.445590170750054
2889,57,Masters/phd,married,0,mid_level,72418.38876,3,spends_averagely,5,249889.71261,7.445590170750054
2890,43,Bachelors/degree,married,3,Senior_level,57508.720486,1,spends_less,5,46187.655127,17.63605960012754
2891,43,Bachelors/degree,married,3,Senior_level,57508.720486,1,spends_less,5,48362.410189,17.496100608762298
2892,43,Bachelors/degree,married,3,Senior_level,57508.720486,1,spends_less,5,48362.410189,17.63605960012754
2893,43,Bachelors/degree,married,3,Senior_level,57508.720486,1,spends_less,5,47326.812541,17.63605960012754
2894,43,Bachelors/degree,married,3,Senior_level,57508.720486,1,spends_less,5,47223.252776,17.63605960012754
2895,63,high_school,married,0,Junior_level,23429.478716,4,spends_averagely,5,199632.15872,1.462445716352107
2896,63,high_school,married,0,Junior_level,22364.502411,4,spends_averagely,5,209573.89615,1.440186313995623
2897,63,high_school,married,0,Junior_level,22364.502411,4,spends_averagely,5,200450.28086,1.4401971529680009
2898,63,high_school,married,0,Junior_level,22364.502411,4,spends_averagely,5,198223.74592,1.4401971529680009
2899,63,high_school,married,0,Junior_level,23429.478716,4,spends_averagely,5,201589.43828,1.4624587185904097
2900,78,Masters/phd,married,0,Senior_level,2492044.5544,3,spends_less,4,143999853.04,0.4627827192884771
2901,78,Masters/phd,married,0,Senior_level,2502694.3174,3,spends_less,4,143999853.04,0.4627827192884771
2902,78,Masters/phd,married,0,Senior_level,2502694.3174,3,spends_less,4,143999853.04,0.4627827192884771
2903,78,Masters/phd,married,0,Senior_level,2492044.5544,3,spends_less,4,143999853.04,0.4627827192884771
2904,78,Masters/phd,married,0,Senior_level,2492044.5544,3,spends_less,4,143999853.04,0.4627827192884771
2905,60,Masters/phd,married,0,Senior_level,133122.03816,3,spends_less,4,222135.69562,4.750119011988916
2906,60,Masters/phd,married,0,Senior_level,133122.03816,3,spends_less,4,225346.04833,5.0202328200496735
2907,60,Masters/phd,married,0,Senior_level,133122.03816,3,spends_less,4,226381.64598,4.871870858828242
2908,60,Masters/phd,married,0,Senior_level,133122.03816,3,spends_less,4,223171.29327,4.93590132413585
2909,60,Masters/phd,married,0,Senior_level,133122.03816,3,spends_less,4,225242.48857,4.9946973051686205
