,AGE,EDUCATION_LEVEL,MARITAL_STATUS,NO_OF_KIDS,OCCUPATION_CATEGORY,INCOME,RISK_LEVEL,SPENDING_VS_INCOME,SPENDING_LEVEL,NETWORTH,RISK_TOLERANCE
854,66,Masters/phd,single,0,Junior_level,132057.06186,2,spends_less,2,1383869.1378,0.7587789569412332
855,66,Masters/phd,single,0,Junior_level,132057.06186,2,spends_less,2,1382833.5402,0.7520772731110298
856,66,Masters/phd,single,0,Junior_level,132057.06186,2,spends_less,2,1382833.5402,0.7638901194297183
857,66,Masters/phd,single,0,Junior_level,132057.06186,2,spends_less,2,1382833.5402,0.7568872985624532
858,46,Masters/phd,single,4,Senior_level,121407.2988,3,spends_less,5,441164.5983,12.913368270600458
859,46,Masters/phd,single,4,Senior_level,121407.2988,3,spends_less,5,438057.80536,13.08209249330532
860,46,Masters/phd,single,4,Senior_level,121407.2988,3,spends_less,5,451520.57479,13.13886878001344
861,46,Masters/phd,single,4,Senior_level,121407.2988,3,spends_less,5,418381.45003,13.762477447102368
862,46,Masters/phd,single,4,Senior_level,121407.2988,3,spends_less,5,444271.39125,13.123763966797892
863,61,Masters/phd,married,0,mid_level,237489.71608,3,spends_less,5,2072230.8948,2.301421828979196
864,61,Masters/phd,married,0,mid_level,237489.71608,3,spends_less,5,2017344.2195,2.301421828979196
865,61,Masters/phd,married,0,mid_level,237489.71608,3,spends_less,5,2099156.4337,2.301421828979196
866,61,Masters/phd,married,0,mid_level,236424.73978,3,spends_less,5,2071195.2972,2.296961012876954
867,61,Masters/phd,married,0,mid_level,237489.71608,3,spends_less,5,2053590.1372,2.301421828979196
868,52,Masters/phd,married,2,mid_level,319492.89159,1,spends_less,2,5280512.4102,4.689965225180422
869,52,Masters/phd,married,2,mid_level,320557.86789,1,spends_less,2,5206984.9771,4.696554307329407
870,52,Masters/phd,married,2,mid_level,323752.79681,1,spends_less,2,5342648.2691,4.716321627902954
871,52,Masters/phd,married,2,mid_level,324817.77311,1,spends_less,2,5270156.4337,4.722910758986277
872,52,Masters/phd,married,2,mid_level,325882.74942,1,spends_less,2,5435852.0575,4.729499902068277
873,55,Masters/phd,married,1,mid_level,1037286.9214,3,spends_less,2,4172630.0457,4.390379477325374
874,55,Masters/phd,married,1,mid_level,1036221.9451,3,spends_less,2,4172630.0457,4.419738918311352
875,55,Masters/phd,married,1,mid_level,1037286.9214,3,spends_less,2,4172630.0457,4.411528476736146
876,55,Masters/phd,married,1,mid_level,1036221.9451,3,spends_less,2,4172630.0457,4.429465399600726
877,55,Masters/phd,married,1,mid_level,1037286.9214,3,spends_less,2,4172630.0457,4.417109965439283
878,83,Bachelors/degree,married,0,Junior_level,584671.99161,3,spends_less,3,5604654.4742,1.0138391705098286
879,76,Masters/phd,married,1,Junior_level,1394053.9836,2,spends_less,2,21335382.756,0.458967507332422
880,76,Masters/phd,married,1,Junior_level,1394053.9836,2,spends_less,2,21326062.378,0.458967507332422
881,76,Masters/phd,married,1,Junior_level,1404703.7467,2,spends_less,2,21326062.378,0.458967507332422
882,76,Masters/phd,married,1,Junior_level,1404703.7467,2,spends_less,2,21336418.354,0.458967507332422
883,76,Masters/phd,married,1,Junior_level,1394053.9836,2,spends_less,2,21325026.78,0.458967507332422
884,61,high_school,married,0,Junior_level,751873.27154,4,spends_less,2,11777852.057,1.0849741424329935
885,61,high_school,married,0,Junior_level,751873.27154,4,spends_less,2,30118286.414,0.6020919266810372
886,73,Masters/phd,married,0,mid_level,1139524.6467,3,spends_less,4,19955966.688,0.5239167164179344
887,73,Masters/phd,married,0,mid_level,1139524.6467,3,spends_less,4,20117519.922,0.5302472460026084
888,73,Masters/phd,married,0,mid_level,1139524.6467,3,spends_less,4,20142374.265,0.5307946165776033
889,73,Masters/phd,married,0,mid_level,1139524.6467,3,spends_less,4,20438555.193,0.5273719914817603
890,73,Masters/phd,married,0,mid_level,1139524.6467,3,spends_less,4,20146516.656,0.531376642205534
891,36,Masters/phd,married,1,Senior_level,96912.843782,3,spends_averagely,2,169848.37035,32.9289091725696
892,44,Bachelors/degree,single,0,Senior_level,42599.052212,3,spends_less,1,62757.217505,15.550789660163776
893,44,Bachelors/degree,single,0,Senior_level,42599.052212,3,spends_less,1,62757.217505,15.550789660163776
894,44,Bachelors/degree,single,0,Senior_level,42599.052212,3,spends_less,1,62757.217505,15.738671938210532
895,44,Bachelors/degree,single,0,Senior_level,42599.052212,3,spends_less,1,62653.65774,15.550789660163776
896,44,Bachelors/degree,single,0,Senior_level,42599.052212,3,spends_less,1,62653.65774,15.550789660163776
897,45,Masters/phd,married,3,Senior_level,125667.20402,3,spends_less,4,790885.92423,13.760171154899052
898,45,Masters/phd,married,3,Senior_level,137381.94338,3,spends_less,4,528879.71914,14.271022731789506
899,45,Masters/phd,married,3,Senior_level,141641.8486,3,spends_less,4,622601.30634,14.475293273941972
900,45,Masters/phd,married,3,Senior_level,130992.08555,3,spends_less,4,770795.32985,13.964617300829364
901,45,Masters/phd,married,3,mid_level,1874358.2973,2,spends_less,1,7716238.0797,10.335942287410624
902,45,Masters/phd,married,3,mid_level,1863708.5343,2,spends_less,1,8258891.2476,10.31013710291288
903,45,Masters/phd,married,3,mid_level,1874358.2973,2,spends_less,1,8154295.885,10.335942287410624
904,45,Masters/phd,married,3,mid_level,1863708.5343,2,spends_less,1,11040506.532,10.31013710291288
905,45,Masters/phd,married,3,mid_level,1874358.2973,2,spends_less,1,8063163.292,10.30830801723311
906,65,high_school,married,0,Junior_level,99042.796392,3,spends_less,4,1125694.644,1.0817791954119644
907,65,high_school,married,0,Junior_level,99042.796392,3,spends_less,4,1141021.4892,1.0839946770620263
908,65,high_school,married,0,Junior_level,99042.796392,3,spends_less,4,1138950.2939,1.0836932275534463
909,65,high_school,married,0,Junior_level,99042.796392,3,spends_less,4,1137914.6963,1.083542740979154
910,65,high_school,married,0,Junior_level,99042.796392,3,spends_less,4,1134807.9033,1.082942395241105
911,55,Masters/phd,married,0,mid_level,425990.52212,3,spends_less,2,8114943.1744,5.998130397966509
912,55,Masters/phd,married,0,mid_level,425990.52212,3,spends_less,2,7238827.5637,7.183131019819629
913,55,Masters/phd,married,0,mid_level,425990.52212,3,spends_less,2,10161284.128,6.76981420084965
914,55,Masters/phd,married,0,mid_level,425990.52212,3,spends_less,2,10190280.862,7.103238788115437
915,47,high_school,married,1,Senior_level,101172.749,3,spends_averagely,2,274744.05617,12.754789164619687
916,47,high_school,married,1,Senior_level,105432.65422,3,spends_averagely,2,274640.49641,12.94618577577463
917,50,Masters/phd,married,1,Senior_level,149096.68274,2,spends_averagely,1,904076.74722,6.678807730372733
918,50,Masters/phd,married,1,Senior_level,149096.68274,2,spends_averagely,1,904076.74722,6.678807730372733
919,50,Masters/phd,married,1,Senior_level,149096.68274,2,spends_averagely,1,904076.74722,6.678807730372733
920,50,Masters/phd,married,1,Senior_level,149096.68274,2,spends_averagely,1,904076.74722,6.678807730372733
921,50,Masters/phd,married,1,Senior_level,149096.68274,2,spends_averagely,1,905112.34487,6.678807730372733
922,42,Masters/phd,married,0,Senior_level,298193.36548,3,spends_less,2,1607247.5506,12.044407434545311
923,42,Masters/phd,married,0,Senior_level,298193.36548,3,spends_less,2,1609318.7459,12.044407434545311
924,42,Masters/phd,married,0,Senior_level,298193.36548,3,spends_less,2,1608283.1483,12.044407434545311
925,42,Masters/phd,married,0,Senior_level,298193.36548,3,spends_less,2,1608283.1483,12.044407434545311
926,42,Masters/phd,married,0,Senior_level,298193.36548,3,spends_less,2,1608283.1483,12.044407434545311
927,56,Masters/phd,single,1,Senior_level,203410.47431,3,spends_averagely,2,2126755.111,3.6878105844793945
928,56,Masters/phd,single,1,Senior_level,143771.80121,3,spends_averagely,2,2018017.3579,3.091847852039251
929,56,Masters/phd,single,1,Senior_level,203410.47431,3,spends_averagely,2,1782936.6917,3.437630483876049
930,46,high_school,married,4,mid_level,85198.104423,4,spends_less,3,-21540.43109,30.19754267647868
931,46,high_school,married,4,mid_level,87328.057034,4,spends_less,3,-10148.85696,30.96369063699353
932,71,high_school,married,0,Junior_level,2129952.6106,2,spends_less,4,45391280.536,0.5317869937935558
933,71,high_school,married,0,Junior_level,2002155.454,2,spends_less,4,59278645.003,0.5110678304926581
934,59,Masters/phd,married,0,mid_level,547397.82092,3,spends_less,5,13538368.06,4.754324046409444
935,59,Masters/phd,married,0,mid_level,546332.84462,3,spends_less,5,11101503.233,4.743191319947891
936,59,Masters/phd,married,0,mid_level,546332.84462,3,spends_less,5,13545617.244,4.749076243216785
937,59,Masters/phd,married,0,mid_level,546332.84462,3,spends_less,5,13896684.847,4.741725502044039
938,59,Masters/phd,married,0,mid_level,547397.82092,3,spends_less,5,14515972.24,4.719410018143996
939,48,high_school,married,2,Senior_level,56443.744181,3,spends_less,4,43909.3403,13.281397292582843
940,48,high_school,married,2,Senior_level,56443.744181,3,spends_less,4,43909.3403,13.281397292582843
941,48,high_school,married,2,Senior_level,55378.767875,3,spends_less,4,43805.780536,13.155207984000032
942,48,high_school,married,2,Senior_level,56443.744181,3,spends_less,4,44944.937949,13.281397292582843
943,48,high_school,married,2,Senior_level,55378.767875,3,spends_less,4,44944.937949,13.032378986640266
944,62,Masters/phd,married,0,mid_level,321622.8442,3,spends_averagely,3,714458.81777,3.091466328327523
945,62,Masters/phd,married,0,mid_level,321622.8442,3,spends_averagely,3,733099.57544,3.091795755839021
946,62,Masters/phd,married,0,mid_level,321622.8442,3,spends_averagely,3,722743.59895,3.0913017031889725
947,62,Masters/phd,married,0,mid_level,321622.8442,3,spends_averagely,3,738277.56368,3.090808181876686
948,62,Masters/phd,married,0,mid_level,321622.8442,3,spends_averagely,3,731028.38014,3.092290340649764
949,67,Bachelors/degree,married,0,Junior_level,63898.578318,2,spends_less,4,384724.52645,0.9649199929982611
950,67,Bachelors/degree,married,0,Junior_level,63898.578318,2,spends_less,4,384724.52645,0.9655587094511212
951,67,Bachelors/degree,married,0,Junior_level,63898.578318,2,spends_less,4,384724.52645,0.9642818463186668
952,67,Bachelors/degree,married,0,Junior_level,63898.578318,2,spends_less,4,385760.1241,0.9668378299572
953,67,Bachelors/degree,married,0,Junior_level,63898.578318,2,spends_less,4,384724.52645,0.9726206856921378
954,73,Masters/phd,married,0,Junior_level,142706.82491,2,spends_less,5,6613326.5839,0.4709400000000348
955,73,Masters/phd,married,0,Junior_level,141641.8486,2,spends_less,5,6613326.5839,0.4709400000000348
956,73,Masters/phd,married,0,Junior_level,141641.8486,2,spends_less,5,6613326.5839,0.4709400000000348
957,73,Masters/phd,married,0,Junior_level,141641.8486,2,spends_less,5,6613326.5839,0.4709400000000348
958,73,Masters/phd,married,0,Junior_level,141641.8486,2,spends_less,5,6613326.5839,0.4709400000000348
959,69,Masters/phd,married,0,Senior_level,2711429.6733,3,spends_less,5,65032425.539,0.5302236428409783
960,69,Masters/phd,married,0,Senior_level,2711429.6733,3,spends_less,5,63937798.824,0.536530956274651
961,51,Masters/phd,married,0,Senior_level,129927.10925,3,spends_less,3,740452.31875,6.782865331324932
962,69,high_school,single,0,Junior_level,21299.526106,4,spends_averagely,5,109659.43501,0.696858919073263
963,69,high_school,single,0,Junior_level,21299.526106,4,spends_averagely,5,111016.06793,0.7870812147725591
964,69,high_school,single,0,Junior_level,21299.526106,4,spends_averagely,5,109887.26649,0.7528622026535667
965,52,Masters/phd,married,0,mid_level,175721.09037,3,spends_less,4,1107053.8863,5.52864085482177
966,52,Masters/phd,married,0,mid_level,175721.09037,3,spends_less,4,1139157.4135,5.52864085482177
967,52,Masters/phd,married,0,mid_level,175721.09037,3,spends_less,4,1189901.6982,5.52864085482177
968,40,Masters/phd,married,0,mid_level,417470.71168,3,spends_less,4,1988968.8439,13.957600658091245
969,40,Masters/phd,married,0,mid_level,405755.97232,3,spends_less,4,2267751.7309,13.307168097619332
970,59,high_school,married,1,Senior_level,47923.933738,4,spends_less,4,671688.63488,1.6331827915896455
971,59,high_school,married,1,Senior_level,46858.957433,4,spends_less,4,672724.23253,1.6212245220742851
972,67,Masters/phd,married,0,Junior_level,58573.696791,3,spends_less,2,170355.81319,1.356522347398005
973,67,Masters/phd,married,0,Junior_level,58573.696791,3,spends_less,2,170355.81319,1.356522347398005
974,67,Masters/phd,married,0,Junior_level,59638.673096,3,spends_less,2,170355.81319,1.367790717016707
975,67,Masters/phd,married,0,Junior_level,58573.696791,3,spends_less,2,171391.41084,1.361977199816823
976,67,Masters/phd,married,0,Junior_level,58573.696791,3,spends_less,2,170355.81319,1.361977199816823
977,49,Masters/phd,single,0,Senior_level,59638.673096,4,spends_less,4,139929.95428,13.412991299268036
978,72,Bachelors/degree,single,0,mid_level,26624.407632,3,spends_less,5,521630.5356,0.481494039735077
979,72,Bachelors/degree,single,0,mid_level,26624.407632,3,spends_less,5,444892.74984,0.4817842105263007
980,72,Bachelors/degree,single,0,mid_level,26624.407632,3,spends_less,5,584801.99216,0.4813438016528841
981,72,Bachelors/degree,single,0,mid_level,26624.407632,3,spends_less,5,469850.65317,0.4816714285713998
982,72,Bachelors/degree,single,0,mid_level,25559.431327,3,spends_less,5,371468.87655,0.4823197452229043
983,76,Masters/phd,married,0,Junior_level,985103.0824,3,spends_less,1,21100509.21,0.4753260869565218
984,76,Masters/phd,married,0,Junior_level,985103.0824,3,spends_less,1,21100509.21,0.4755642504118617
985,76,Masters/phd,married,0,Junior_level,985103.0824,3,spends_less,1,21100509.21,0.4754779411764707
986,76,Masters/phd,married,0,Junior_level,985103.0824,3,spends_less,1,21101544.807,0.4756697171381032
987,76,Masters/phd,married,0,Junior_level,985103.0824,3,spends_less,1,21101544.807,0.4755209187858901
988,42,high_school,married,1,Senior_level,31949.289159,3,spends_less,4,5757.9229262,21.71733845673326
989,42,high_school,married,1,Senior_level,37274.170685,3,spends_less,4,1760.5160026,25.565649925766728
990,42,high_school,married,1,Senior_level,31949.289159,3,spends_less,4,13576.685173,19.31329324695271
991,42,high_school,married,1,Senior_level,34079.241769,3,spends_less,4,32248.510777,18.21337909819239
992,64,Masters/phd,married,0,Senior_level,218320.14259,3,spends_less,4,4298765.8393,1.0613903823952535
993,64,Masters/phd,married,0,Senior_level,218320.14259,3,spends_less,4,4299801.437,1.0537208645984946
994,64,Bachelors/degree,single,0,Junior_level,14909.668274,4,spends_more,4,268426.91052,0.807396659546781
995,64,Bachelors/degree,single,0,Junior_level,14909.668274,4,spends_more,4,268323.35075,0.7364970355731866
996,64,Bachelors/degree,single,0,Junior_level,14909.668274,4,spends_more,4,268426.91052,0.7068438883545247
997,59,Masters/phd,married,0,Junior_level,1107575.3575,2,spends_more,1,13806587.851,1.2463256358872157
998,59,Masters/phd,married,0,Junior_level,943569.00649,2,spends_more,1,11871055.846,1.2241374575337125
999,59,Masters/phd,married,0,Junior_level,907359.81211,2,spends_more,1,11881411.822,1.237495674763357
1000,59,Masters/phd,married,0,Junior_level,922269.48038,2,spends_more,1,12457204.115,1.1831910463710873
1001,59,Masters/phd,married,0,Junior_level,1049001.6607,2,spends_more,1,13014355.65,1.2743248390223505
1002,57,Masters/phd,married,4,Senior_level,239619.66869,3,spends_less,2,535093.30503,4.429373241413467
1003,57,Masters/phd,married,4,Senior_level,239619.66869,3,spends_less,2,516659.66688,4.518289120243485
1004,57,Masters/phd,married,4,Senior_level,239619.66869,3,spends_less,2,535611.10385,4.488706245656985
1005,57,Masters/phd,married,4,Senior_level,239619.66869,3,spends_less,2,671481.51535,3.9907204793834663
1006,57,Masters/phd,married,4,Senior_level,239619.66869,3,spends_less,2,607378.0209,4.18604289731716
1007,48,Bachelors/degree,single,0,Senior_level,69223.459844,2,spends_less,4,2186664.435,5.70888330563869
1008,48,Bachelors/degree,single,0,Senior_level,69223.459844,2,spends_less,4,1457603.6904,5.70888330563869
1009,48,Bachelors/degree,single,0,Senior_level,69223.459844,2,spends_less,4,1503169.9869,6.206452089323181
1010,48,Bachelors/degree,single,0,Senior_level,69223.459844,2,spends_less,4,1575661.8223,5.70888330563869
1011,48,Bachelors/degree,single,0,Senior_level,69223.459844,2,spends_less,4,2182522.0444,5.677045609162642
1012,34,Masters/phd,married,2,mid_level,42599.052212,4,spends_less,3,31482.168517,16.154323075334815
1013,34,Masters/phd,married,2,mid_level,42599.052212,4,spends_less,3,29928.772044,16.154323075334815
1014,34,Masters/phd,married,2,mid_level,42599.052212,4,spends_less,3,27546.897453,16.154323075334815
1015,34,Masters/phd,married,2,mid_level,42599.052212,4,spends_less,3,31067.929458,16.154323075334815
1016,34,Masters/phd,married,2,mid_level,42599.052212,4,spends_less,3,84090.529066,16.154323075334815
1017,52,Masters/phd,single,0,Senior_level,33014.265464,4,spends_more,4,438544.53625,4.821060502167892
1018,69,junior_school,married,0,mid_level,62833.602012,4,spends_less,3,684840.72502,0.7360442764938508
1019,69,junior_school,married,0,mid_level,62833.602012,4,spends_less,3,684840.72502,0.7300014504934635
1020,69,junior_school,married,0,mid_level,62833.602012,4,spends_less,3,684840.72502,0.7291392642854111
1021,69,junior_school,married,0,mid_level,62833.602012,4,spends_less,3,685772.7629,0.7304534020702307
1022,69,junior_school,married,0,mid_level,62833.602012,4,spends_less,3,685876.32266,0.7278947571997048
1023,80,Masters/phd,married,1,Senior_level,14142885.334,1,spends_less,3,236355486.94,0.4716935782645724
1024,80,Masters/phd,married,1,Senior_level,19169573.495,1,spends_less,3,238253737.43,0.4685306629377725
1025,80,Masters/phd,married,1,Senior_level,16922473.491,1,spends_less,3,230896851.73,0.4698972997908318
1026,80,Masters/phd,married,1,Senior_level,30426373.042,1,spends_less,3,247028356.3,0.4726247923708253
1027,80,Masters/phd,married,1,Senior_level,16997021.832,1,spends_less,3,252493205.09,0.4702350258033567
1028,68,Masters/phd,married,1,mid_level,7508082.9523,1,spends_less,1,53748450.0,2.2124089327583105
1029,68,Masters/phd,married,1,mid_level,7571981.5306,1,spends_less,1,53404320.901,2.294835470444059
1030,68,Masters/phd,married,1,mid_level,7614580.5828,1,spends_less,1,53199272.567,2.2693168435640905
1031,68,Masters/phd,married,1,mid_level,7582631.2937,1,spends_less,1,53220295.199,2.228561951169696
1032,68,Masters/phd,married,1,mid_level,7593281.0567,1,spends_less,1,53582236.577,2.2452585784080425
1033,66,Masters/phd,married,4,Junior_level,323752.79681,1,spends_less,2,8141868.7133,0.6695981393581386
1034,66,Masters/phd,married,4,Junior_level,323752.79681,1,spends_less,2,8140833.1156,0.6095952584653896
1035,66,Masters/phd,married,4,Junior_level,323752.79681,1,spends_less,2,8141868.7133,0.6611749249633392
1036,38,high_school,married,3,Senior_level,76678.293981,3,spends_less,5,136491.77008,28.44209277512117
1037,38,high_school,married,3,Senior_level,75613.317676,3,spends_less,5,135456.17244,28.23580659884027
1038,38,high_school,married,3,Senior_level,76678.293981,3,spends_less,5,136595.32985,28.434269090585264
1039,38,high_school,married,3,Senior_level,75613.317676,3,spends_less,5,136491.77008,28.243419670277017
1040,38,high_school,married,3,Senior_level,76678.293981,3,spends_less,5,135559.7322,28.434269090585264
1041,45,Masters/phd,married,2,mid_level,134187.01447,4,spends_less,2,408543.27237,26.99419100282696
1042,45,Masters/phd,married,2,mid_level,146966.73013,4,spends_less,2,412996.34226,28.31602069961448
1043,45,Masters/phd,married,2,mid_level,124602.22772,4,spends_less,2,401811.88766,26.07132083284366
1044,45,Masters/phd,married,2,mid_level,138446.91969,4,spends_less,2,410821.5872,27.511042760937684
1045,45,Masters/phd,married,2,mid_level,109692.55945,4,spends_less,2,398705.09471,24.52085702648188
1046,36,Masters/phd,single,0,Senior_level,137381.94338,2,spends_less,2,364633.93207,83.08241295268951
1047,84,Masters/phd,married,0,mid_level,133441.53105,2,spends_less,3,8074606.646,0.5011200577663883
1048,64,Masters/phd,single,0,Senior_level,2811537.446,4,spends_less,1,42671801.11,0.709363574826767
1049,49,high_school,married,2,Senior_level,111822.51206,3,spends_less,4,510342.52123,8.460178116706699
1050,49,high_school,married,2,Senior_level,111822.51206,3,spends_less,4,510238.96146,8.461022187361298
1051,49,high_school,married,2,Senior_level,111822.51206,3,spends_less,4,512413.71653,8.45175982819081
1052,49,high_school,married,2,Senior_level,111822.51206,3,spends_less,4,511378.11888,8.460178116706699
1053,49,high_school,married,2,Senior_level,111822.51206,3,spends_less,4,511378.11888,8.460178116706699
1054,80,high_school,married,0,mid_level,2489914.6018,3,spends_less,5,73205362.182,0.4707464625841502
1055,80,high_school,married,0,mid_level,3281191.9966,3,spends_less,5,61954629.327,0.4761750800771568
1056,80,high_school,married,0,mid_level,3115055.693,3,spends_less,5,34311421.293,0.4829527433545367
1057,80,high_school,married,0,mid_level,3708247.495,3,spends_less,5,95715112.671,0.4783597835356331
1058,80,high_school,married,0,mid_level,2434535.8339,3,spends_less,5,68120577.727,0.4730541451867871
1059,30,Masters/phd,married,1,Senior_level,117147.39358,2,spends_less,2,-24906.12345,39.55179903848538
1060,30,Masters/phd,married,1,Senior_level,153356.58796,2,spends_less,2,-28675.69889,45.19956821121032
1061,30,Masters/phd,married,1,Senior_level,145901.75383,2,spends_less,2,-18765.02939,44.12481673363469
1062,30,Masters/phd,married,1,Senior_level,120342.3225,2,spends_less,2,-24201.91705,40.06177501503045
1063,30,Masters/phd,married,1,Senior_level,124602.22772,2,spends_less,2,-25765.6695,40.74672845046033
1064,58,Masters/phd,married,0,Senior_level,168266.25624,3,spends_averagely,4,371158.19726,7.917622142760713
1065,34,high_school,married,3,mid_level,31949.289159,1,spends_averagely,2,243365.44742,12.327071264923976
1066,34,high_school,married,3,mid_level,37274.170685,1,spends_averagely,2,242329.84977,13.295620004647976
1067,34,high_school,married,3,mid_level,31949.289159,1,spends_averagely,2,242329.84977,12.327071264923976
1068,72,Masters/phd,married,0,Senior_level,935049.19605,1,spends_less,5,30676473.547,0.4551274054291463
1069,72,Masters/phd,married,0,Senior_level,935049.19605,1,spends_less,5,30644370.02,0.4536138029625129
1070,72,Masters/phd,married,0,Senior_level,935049.19605,1,spends_less,5,30716861.855,0.453847385473187
1071,72,Masters/phd,married,0,Senior_level,935049.19605,1,spends_less,5,30666117.57,0.4660026354349081
1072,72,Masters/phd,married,0,Senior_level,935049.19605,1,spends_less,5,30655036.675,0.4561046342315861
1073,48,high_school,married,0,mid_level,85198.104423,4,spends_more,2,537785.85892,7.115325035407395
1074,48,high_school,married,0,mid_level,85198.104423,4,spends_more,2,537785.85892,7.115325035407395
1075,48,high_school,married,0,mid_level,85198.104423,4,spends_more,2,537785.85892,7.115325035407395
1076,48,high_school,married,0,mid_level,85198.104423,4,spends_more,2,537785.85892,7.115325035407395
1077,48,high_school,married,0,mid_level,85198.104423,4,spends_more,2,537785.85892,7.115325035407395
1078,33,high_school,married,2,Senior_level,117147.39358,3,spends_less,4,396219.66035,21.862891903438225
1079,33,high_school,married,2,Senior_level,117147.39358,3,spends_less,4,395184.0627,21.862891903438225
1080,33,high_school,married,2,Senior_level,118212.36989,3,spends_less,4,395184.0627,21.961893769394763
1081,33,high_school,married,2,Senior_level,118212.36989,3,spends_less,4,396219.66035,21.961893769394763
1082,33,high_school,married,2,Senior_level,118212.36989,3,spends_less,4,396219.66035,21.961893769394763
1083,67,Bachelors/degree,single,2,Senior_level,55378.767875,3,spends_less,5,119715.08818,0.9680714270558266
1084,67,Bachelors/degree,single,2,Senior_level,55378.767875,3,spends_less,5,94032.266492,0.9730580944189936
1085,67,Bachelors/degree,single,2,Senior_level,55378.767875,3,spends_less,5,94342.945787,0.9839446919453344
1086,67,Bachelors/degree,single,2,Senior_level,55378.767875,3,spends_less,5,113087.26323,0.9652869041905618
1087,67,Bachelors/degree,single,2,Senior_level,55378.767875,3,spends_less,5,111844.54605,0.9780634371123382
1088,41,Masters/phd,single,2,Senior_level,33014.265464,4,spends_more,2,7922.3220118,20.434075063211303
1089,41,Masters/phd,single,2,Senior_level,33014.265464,4,spends_more,2,7922.3220118,20.434075063211303
1090,41,Masters/phd,single,2,Senior_level,33014.265464,4,spends_more,2,6876.3683867,20.43529045995325
1091,41,Masters/phd,single,2,Senior_level,33014.265464,4,spends_more,2,6876.3683867,20.707750725460407
1092,41,Masters/phd,single,2,Senior_level,33014.265464,4,spends_more,2,6876.3683867,20.43529045995325
1093,29,Masters/phd,married,2,Senior_level,87328.057034,3,spends_less,5,252478.70673,42.08192915720481
1094,29,Masters/phd,married,2,Senior_level,87328.057034,3,spends_less,5,207015.96995,41.49007435263714
1095,29,Masters/phd,married,2,Senior_level,86263.080729,3,spends_less,5,234977.10647,42.15178648408491
1096,29,Masters/phd,married,2,Senior_level,86263.080729,3,spends_less,5,236841.18223,42.29776831688295
1097,29,Masters/phd,married,2,Senior_level,86263.080729,3,spends_less,5,290795.81973,41.90645710926127
1098,51,Masters/phd,married,2,Senior_level,246009.52652,2,spends_more,2,1145888.7982,25.95822618240671
1099,51,Masters/phd,married,2,Senior_level,246009.52652,2,spends_more,2,1155623.4161,25.752945565074228
1100,51,Masters/phd,married,2,Senior_level,247074.50283,2,spends_more,2,1150756.1071,25.82778531311159
1101,51,Masters/phd,married,2,Senior_level,247074.50283,2,spends_more,2,1148270.6728,26.124767692378583
1102,51,Masters/phd,married,2,Senior_level,247074.50283,2,spends_more,2,1153966.4598,25.821474192695824
1103,63,Masters/phd,married,0,Junior_level,63898.578318,4,spends_more,2,1013228.7394,1.0617697196759517
1104,63,Masters/phd,married,0,Junior_level,63898.578318,4,spends_more,2,1013228.7394,1.0617697196759517
1105,63,Masters/phd,married,0,Junior_level,63898.578318,4,spends_more,2,1014160.7773,1.0620441036475772
1106,63,Masters/phd,married,0,Junior_level,63898.578318,4,spends_more,2,1014264.337,1.0620441036475772
1107,63,Masters/phd,married,0,Junior_level,63898.578318,4,spends_more,2,1013228.7394,1.0617697196759517
1108,42,Bachelors/degree,single,0,Senior_level,43664.028517,2,spends_less,4,187080.71522,10.647748567407206
1109,42,Bachelors/degree,single,0,Senior_level,43664.028517,2,spends_less,4,189151.91052,10.539654769624192
1110,42,Bachelors/degree,single,0,Senior_level,43664.028517,2,spends_less,4,189151.91052,10.647748567407206
1111,42,Bachelors/degree,single,0,Senior_level,43664.028517,2,spends_less,4,188116.31287,10.539654769624192
1112,42,Bachelors/degree,single,0,Senior_level,43664.028517,2,spends_less,4,186148.67734,10.647748567407206
1113,47,Masters/phd,married,3,mid_level,5442028.92,3,spends_less,4,24257839.321,16.936202863395792
1114,47,Masters/phd,married,3,mid_level,5601775.3658,3,spends_less,4,28690197.257,17.760097982986785
1115,47,Masters/phd,married,3,mid_level,5559176.3136,3,spends_less,4,24287871.653,17.68149377679304
1116,77,Masters/phd,married,0,mid_level,60171.161249,4,spends_less,4,428426.74722,2.478970588249653
1117,78,Masters/phd,married,1,mid_level,1915892.3732,3,spends_less,5,52361888.308,0.4635793481286194
1118,78,Masters/phd,married,1,mid_level,1925477.16,3,spends_less,5,73005491.835,0.4751106174644595
1119,78,Masters/phd,married,1,mid_level,1922282.2311,3,spends_less,5,55194247.877,0.5011614206349273
1120,78,Masters/phd,married,1,mid_level,1912697.4443,3,spends_less,5,73496365.121,0.4886552922016193
1121,78,Masters/phd,married,1,mid_level,1925477.16,3,spends_less,5,107333482.69,0.4736508347640052
1122,61,Bachelors/degree,married,1,Senior_level,174656.11407,3,spends_less,5,1041811.2345,2.266032837589968
1123,61,Bachelors/degree,married,1,Senior_level,175721.09037,3,spends_less,5,1041811.2345,2.270316685520049
1124,61,Bachelors/degree,married,1,Senior_level,173591.13776,3,spends_less,5,1041811.2345,2.2612403254263853
1125,61,Bachelors/degree,married,1,Senior_level,175721.09037,3,spends_less,5,1041811.2345,2.270316685520049
1126,61,Bachelors/degree,married,1,Senior_level,174656.11407,3,spends_less,5,1041811.2345,2.266032837589968
